"id"	"name"	"color"	"item_number"	"list"	"cost"	"price"	"ws_price"	"ex_price"	"weight_lbs"	"shipable"	"free_shipping"	"special_shipping"	"amount_per_box"	"web_size"	"display_size_2"	"alt_length"	"alt_width"	"alt_height"	"ship_length"	"ship_width"	"ship_height"	"nominal_length"	"nominal_width"	"nominal_height"	"inv_stocked"	"inv_eastorange"	"inv_orange"	"inv_ordered"	"featured"	"enabled"	"associated"	"related"	"case_enabled"	"case_quantity"	"case_length"	"case_width"	"case_height"	"case_weight"	"case_price"	"container_enabled"	"container_quantity"	"container_length"	"container_width"	"container_height"	"container_weight"	"container_price"	"pallet_enabled"	"pallet_quantity"	"pallet_length"	"pallet_width"	"pallet_height"	"pallet_weight"	"pallet_price"	"truckload_enabled"	"truckload_quantity"	"truckload_length"	"truckload_width"	"truckload_height"	"truckload_weight"	"truckload_price"	"meta_title"	"add_keywords"	"master_model"	"parent"	"class"
"36931"	"Galvanized Welded WIre"	"Galvanized"	"WW111610024"	"0.00"	"0.00"	"130.00"	"0.00"	""	"58.00"	"1"	"0"	"1"	"1"	"24in x 100ft"	"1in x 1in 16 Gauge"	""	""	""	"14"	"14"	"25"	""	""	""	"9"	"20"	"-11"	"0"	""	"1"	""	""	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	""	""	"0"	"WW111624G"	"WWF"
"3383"	"Welded Wire - Galvanized "	"Galvanized"	"WW1511610024"	"0.00"	"0.00"	"200.00"	"0.00"	""	"70.00"	"1"	"0"	"1"	"1"	"24in x 100ft"	"1/2in x 1in 16 Gauge"	""	""	""	"14"	"14"	"24"	""	""	""	"5"	"7"	"-2"	"0"	""	"1"	""	""	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	""	""	"0"	"AFCGWW12X1"	"WWF"
"3384"	"Welded Wire - Galvanized "	"Galvanized"	"WW1511610036"	"0.00"	"0.00"	"230.00"	"0.00"	""	"115.00"	"1"	"0"	"1"	"1"	"36in x 100ft"	"1/2in x 1in 16 Gauge"	""	""	""	"14"	"14"	"36"	""	""	""	"0"	"0"	"0"	"0"	""	"1"	""	""	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	""	""	"0"	"AFCGWW12X1"	"WWF"
"3386"	"Welded Wire - Galvanized "	"Galvanized"	"WW1511610048"	"0.00"	"0.00"	"360.00"	"0.00"	""	"152.00"	"0"	"0"	"1"	"1"	"48in x 100ft"	"1/2in x 1in 16 Gauge"	""	""	""	"14"	"14"	"49"	""	""	""	"11"	"11"	"0"	"0"	""	"1"	""	""	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"13"	""	"0"	"AFCGWW1x12"	"WWF"
"3355"	"Welded Wire - Galvanized "	"Galvanized"	"WW241210048"	"0.00"	"0.00"	"220.00"	"0.00"	""	"92.30"	"1"	"0"	"1"	"1"	"48in x 100ft"	"2in x 4in 12.5 Gauge"	""	""	""	"16"	"16"	"49"	""	""	""	"3"	"3"	"0"	"0"	""	"1"	""	""	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	""	""	"0"	"WW241248G"	"WWF"
"3356"	"Welded Wire - Galvanized "	"Galvanized"	"WW241210060"	"0.00"	"0.00"	"260.00"	"0.00"	""	"114.70"	"1"	"0"	"1"	"1"	"60in x 100ft"	"2in x 4in 12.5 Gauge"	""	""	""	"10"	"10"	"61"	""	""	""	"0"	"0"	"0"	"0"	""	"1"	""	""	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	""	""	"0"	"WW241260G"	"WWF"
"3357"	"Welded Wire - Galvanized "	"Galvanized"	"WW241210072"	"0.00"	"0.00"	"330.00"	"0.00"	""	"138.00"	"1"	"0"	"1"	"1"	"72in x 100ft "	"2in x 4in 12.5 Gauge"	""	""	""	"10"	"10"	"73"	""	""	""	"0"	"0"	"0"	"0"	""	"0"	""	""	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	""	""	"0"	"WW241272G"	"WWF"
"36930"	"Welded Wire - Galvanized "	"Galvanized"	"WW241210036"	"0.00"	"0.00"	"150.00"	"0.00"	""	"60.00"	"1"	"0"	"1"	"1"	"36in x 100ft"	"2in x 4in 12.5 Gauge"	""	""	""	"15"	"15"	"37"	""	""	""	"1"	"1"	"0"	"0"	""	"0"	""	""	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	""	""	"0"	"WW241236G"	"WWF"
"3370"	"Welded Wire - Galvanized "	"Galvanized"	"WW111410036"	"0.00"	"0.00"	"250.00"	"0.00"	""	"122.00"	"1"	"0"	"1"	"1"	"36in x 100ft"	"1in x 1 in 14 Gauge "	""	""	""	"14"	"14"	"36"	""	""	""	"18"	"10"	"8"	"0"	""	"1"	""	""	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	""	""	"0"	"WW111436G"	"WWF"
"3371"	"Welded Wire - Galvanized "	"Galvanized"	"WW111410048"	"0.00"	"0.00"	"320.00"	"0.00"	""	"162.00"	"0"	"0"	""	"1"	"48in x 100ft"	"1in x 1 in 14 Gauge "	""	""	""	"14"	"14"	"48"	""	""	""	"23"	"33"	"-10"	"0"	""	"1"	""	""	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	""	""	"0"	"WW111648G"	"WWF"
"16291"	"Galvanized Welded Wire"	""	"WW121418G"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"1"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"1"	""	""	"0"	"4"	"10.00"	"10.00"	"4.00"	"40.00"	"103.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"1"	"18"	"48.00"	"48.00"	"52.00"	"505.00"	"2216.70"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	""	""	"1"	""	"WWF"
"16292"	"Galvanized Welded Wire"	""	"WW121424G"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"1"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"1"	""	""	"0"	"4"	"10.00"	"10.00"	"4.00"	"40.00"	"103.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"1"	"18"	"48.00"	"48.00"	"52.00"	"505.00"	"2216.70"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	""	""	"1"	""	"WWF"
"16293"	"Galvanized Welded Wire"	""	"WW121436G"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"1"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"1"	""	""	"0"	"4"	"10.00"	"10.00"	"4.00"	"40.00"	"103.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"1"	"18"	"48.00"	"48.00"	"52.00"	"505.00"	"2216.70"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	""	""	"1"	""	"WWF"
"16294"	"Galvanized Welded Wire"	""	"WW121448G"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"1"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"1"	""	""	"0"	"4"	"10.00"	"10.00"	"4.00"	"40.00"	"103.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"1"	"18"	"48.00"	"48.00"	"52.00"	"505.00"	"2216.70"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	""	""	"1"	""	"WWF"
"16295"	"Galvanized Welded Wire"	""	"WW121460G"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"1"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"1"	""	""	"0"	"4"	"10.00"	"10.00"	"4.00"	"40.00"	"103.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"1"	"18"	"48.00"	"48.00"	"52.00"	"505.00"	"2216.70"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	""	""	"1"	""	"WWF"
"16296"	"Galvanized Welded Wire"	""	"WW121472G"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"1"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"1"	""	""	"0"	"4"	"10.00"	"10.00"	"4.00"	"40.00"	"103.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"1"	"18"	"48.00"	"48.00"	"52.00"	"505.00"	"2216.70"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	""	""	"1"	""	"WWF"
"16301"	"Galvanized Welded Wire"	""	"WW111436G"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"1"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"1"	""	""	"0"	"4"	"10.00"	"10.00"	"4.00"	"40.00"	"103.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"1"	"5"	"5.00"	"5.00"	"5.00"	"5.00"	"5.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	""	""	"1"	""	"WWF"
"16302"	"Galvanized Welded Wire"	""	"WW111448G"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"1"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"1"	""	""	"0"	"4"	"10.00"	"10.00"	"4.00"	"40.00"	"103.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"1"	"5"	"5.00"	"5.00"	"5.00"	"5.00"	"5.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	""	""	"1"	""	"WWF"
"36932"	"Welded Wire - Galvanized "	"Galvanized"	"WW111410024"	"0.00"	"0.00"	"200.00"	"0.00"	""	"80.00"	"1"	"0"	"1"	"1"	"24in x 100ft"	"1in x 1in 14 Gauge"	""	""	""	"14"	"14"	"25"	""	""	""	"13"	"15"	"-2"	"0"	""	"1"	""	""	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	""	""	"0"	"WW111424G"	"WWF"
"36933"	"Welded Wire - Galvanized "	"Galvanized"	"WW111410060"	"0.00"	"0.00"	"460.00"	"0.00"	""	"197.00"	"0"	"0"	""	""	"60in x 100ft"	"1in x 1in 14 Gauge"	""	""	""	"15"	"15"	"61"	""	""	""	"8"	"8"	"0"	"0"	""	"1"	""	""	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	""	""	"0"	"WW111460G"	"WWF"
"43212"	"Galvanized Welded Wire"	""	"WW4412548"	""	"0.00"	"0.00"	""	""	""	"1"	"1"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"0"	""	""	"1"	""	""	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	""	""	"1"	""	""
"43213"	"Fixed Knot - Galvanized"	"Galvanized"	"WW4412548330"	""	""	"375.00"	""	""	"247.00"	"0"	"0"	"1"	""	"4in x 4in"	"48in x 330ft 12.5 Gauge"	""	""	""	""	""	""	""	""	""	""	"0"	"0"	""	""	"1"	""	""	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	""	""	"0"	"WW4412548"	"WWF"
"43762"	"Welded Wire - Galvanized"	"Galvanized"	"WW23165048"	"0.00"	"0.00"	"65.00"	"0.00"	""	"20.00"	"1"	"0"	"1"	"1"	"48in x 50ft"	"2in x 3in 16 Gauge"	""	""	""	"8"	"8"	"48"	""	""	""	"34"	"34"	"0"	"0"	""	"1"	""	""	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	""	""	"0"	"WW231648G"	"WWF"
"43763"	"Welded Wire - Galvanized"	""	"WW231648G"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"1"	"1"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"1"	""	""	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	""	""	"1"	""	"WWF"
"43796"	"Welded Wire - Galvanized"	"Galvanized"	"WW23165036"	"0.00"	"0.00"	"55.00"	"0.00"	""	"15.00"	"1"	"0"	"1"	"1"	"36in x 50ft"	"2in x 3in 16 Gauge"	""	""	""	"8"	"8"	"36"	""	""	""	"32"	"32"	"0"	"0"	""	"1"	""	""	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	""	""	"0"	"WW231648G"	"WWF"
"43797"	"Welded Wire - Galvanized"	""	"WW231636"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"1"	"1"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	"20"	"20"	"0"	"0"	"0"	"1"	""	""	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0"	"0"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	""	""	"1"	"WW231636G"	"WWF"
	
